40, 35.6, 15.5,
45, 39.4, 16.5,
50, 42.8, 17.25,
55, 46.4, 18.0,
60, 49.8, 18.75,
65, 52.6, 19.25,
70, 55.6, 19.75,
75, 58.4, 20.5,
80, 61.2, 21.0,
85, 63.8, 21.25,
90, 66.0, 21.75,
95, 68.6, 22.25,
100, 71.0, 22.5,
105, 73.2, 23.0,
110, 75.2, 23.5,
115, 77.4, 23.5,
120, 79.4, 24.0,
