50, 54.6, 18.5,
55, 60.6, 19.5,
60, 66.6, 20.5,
65, 72.6, 21.5,
70, 78.2, 22.25,
75, 83.2, 23.25,
80, 88.6, 24.0,
85, 93.6, 24.5,
90, 98.4, 25.25,
95, 103.2, 25.75,
100, 107.6, 26.5,
105, 112.0, 27.0,
110, 116.6, 27.5,
115, 120.6, 28.0,
120, 124.6, 28.5,
125, 128.6, 29.0,
130, 132.6, 29.5,
135, 136.2, 29.75,
140, 140.2, 30.25,
