50, 60.6, 19.5,
55, 68.2, 20.75,
60, 75.2, 21.75,
65, 82.0, 23.0,
70, 88.8, 24.0,
75, 95.2, 24.75,
80, 101.4, 25.75,
85, 107.6, 26.5,
90, 113.4, 27.25,
95, 119.2, 27.75,
100, 124.6, 28.5,
105, 130.2, 29.25,
110, 135.2, 29.75,
115, 140.6, 30.5,
120, 145.6, 31.0,
125, 150.6, 31.5,
130, 155.4, 32.0,
135, 160.0, 32.5,
140, 164.6, 33.0,
