40, 54.6, 21.0,
45, 59.6, 22.0,
50, 64.4, 23.0,
55, 68.4, 23.75,
60, 72.6, 24.5,
65, 76.2, 25.25,
70, 80.0, 25.75,
75, 83.6, 26.5,
80, 86.6, 27.0,
85, 90.2, 27.75,
90, 93.4, 28.0,
95, 96.4, 28.5,
100, 99.2, 28.75,
105, 101.8, 29.5,
110, 104.4, 29.75,
115, 107.2, 30.25,
120, 109.6, 30.5,
