40, 41.8, 12.25,
45, 44.8, 12.75,
50, 47.6, 13.25,
55, 50.2, 13.5,
60, 52.8, 13.75,
65, 55.0, 14.0,
70, 56.8, 14.25,
75, 59.0, 14.5,
80, 60.8, 14.75,
85, 62.8, 15.0,
90, 64.6, 15.25,
95, 66.0, 15.5,
100, 67.8, 15.75,
105, 69.4, 15.75,
110, 71.0, 16.0,
115, 72.2, 16.0,
120, 73.6, 16.25,
