40, 33.8, 13.5,
45, 36.0, 14.0,
50, 38.0, 14.5,
55, 39.6, 14.75,
60, 41.0, 15.0,
65, 43.0, 15.5,
70, 44.4, 15.75,
75, 46.0, 16.0,
80, 47.2, 16.25,
85, 48.2, 16.5,
90, 49.6, 16.75,
95, 51.0, 17.0,
100, 52.0, 17.0,
105, 53.2, 17.25,
110, 54.2, 17.5,
115, 55.4, 17.75,
120, 56.4, 17.75,
