40, 19.6, 9.5,
45, 21.0, 9.75,
50, 22.8, 10.25,
55, 24.4, 10.5,
60, 25.4, 11.0,
65, 26.8, 11.25,
70, 28.2, 11.5,
75, 29.4, 12.0,
80, 30.6, 12.0,
85, 31.8, 12.25,
90, 32.6, 12.5,
95, 33.6, 12.75,
100, 34.6, 13.0,
105, 35.6, 13.0,
110, 36.6, 13.5,
115, 37.4, 13.5,
120, 38.4, 13.5,
