50, 98.4, 28.75,
55, 108.6, 30.5,
60, 118.6, 32.0,
65, 128.2, 33.25,
70, 137.2, 34.25,
75, 146.2, 35.25,
80, 154.6, 36.5,
85, 163.2, 37.25,
90, 171.2, 38.25,
95, 178.8, 39.25,
100, 186.2, 40.25,
105, 193.6, 41.0,
110, 200.6, 41.5,
115, 207.6, 42.5,
120, 214.4, 43.0,
125, 220.8, 43.75,
130, 227.2, 44.25,
135, 233.4, 45.0,
140, 239.6, 45.5,
